Timestamp, Location, SSID, BSSID, Signal Strength, Frequency
2024-11-14 16:14:14, LAB_2_3PM_P_1, LAB.EXT.SF-EE89sItIUl1AQzs, 38:9d:92:dd:27:af, -78, 2462MHz
2024-11-14 16:14:14, LAB_2_3PM_P_1, DAIICT_Student, 18:4b:0d:dc:30:98, -68, 2412MHz
2024-11-14 16:14:14, LAB_2_3PM_P_1, DAIICT_STAFF, 18:4b:0d:1c:30:98, -69, 2412MHz
2024-11-14 16:14:14, LAB_2_3PM_P_1, Attendance, 58:b6:33:7a:1c:d8, -76, 2437MHz
2024-11-14 16:14:14, LAB_2_3PM_P_1, DAIICT_STAFF, 58:b6:33:3a:1c:d8, -76, 2437MHz
2024-11-14 16:14:14, LAB_2_3PM_P_1, DAIICT_Student, 60:d0:2c:df:63:9c, -67, 5220MHz
2024-11-14 16:14:14, LAB_2_3PM_P_1, DA_Public, 18:4b:0d:a3:75:38, -71, 2412MHz
2024-11-14 16:14:14, LAB_2_3PM_P_1, DAIICT_Student, 18:4b:0d:e3:75:38, -71, 2412MHz
2024-11-14 16:14:14, LAB_2_3PM_P_1, dasolarpnl, c0:c5:20:24:87:18, -74, 2467MHz
2024-11-14 16:14:14, LAB_2_3PM_P_1, DAIICT_STAFF, 18:4b:0d:23:60:78, -70, 2437MHz
2024-11-14 16:14:14, LAB_2_3PM_P_1, Attendance, 18:4b:0d:63:60:78, -64, 2437MHz
2024-11-14 16:14:14, LAB_2_3PM_P_1, DA_Public, 58:b6:33:ba:1c:d8, -76, 2437MHz
2024-11-14 16:14:14, LAB_2_3PM_P_1, ROBOTIC_LAB, 78:98:e8:7a:2c:1d, -84, 2472MHz
2024-11-14 16:14:14, LAB_2_3PM_P_1, Dell-Gujcost, 78:98:e8:7a:2c:1f, -84, 2472MHz
2024-11-14 16:14:14, LAB_2_3PM_P_1, , 52:91:e3:25:ac:c9, -75, 2422MHz
2024-11-14 16:14:14, LAB_2_3PM_P_1, DAIICT_Student, 44:1e:98:fb:55:d8, -69, 2462MHz
2024-11-14 16:14:14, LAB_2_3PM_P_1, DA_Public, 18:4b:0d:9c:30:98, -68, 2412MHz
2024-11-14 16:14:14, LAB_2_3PM_P_1, DAIICT_Student, 24:79:2a:34:ea:0d, -77, 5745MHz
2024-11-14 16:14:14, LAB_2_3PM_P_1, Attendance, 18:4b:0d:5c:30:98, -69, 2412MHz
2024-11-14 16:14:14, LAB_2_3PM_P_1, Attendance, 18:4b:0d:63:60:7c, -80, 5805MHz
2024-11-14 16:14:14, LAB_2_3PM_P_1, ROBOTIC_LAB-5G, 78:98:e8:7a:2c:1b, -90, 5180MHz
2024-11-14 16:14:14, LAB_2_3PM_P_1, Lab_211, 24:c9:a1:20:e7:48, -71, 2457MHz
2024-11-14 16:14:14, LAB_2_3PM_P_1, DAIICT_Student, 58:b6:33:fa:1c:d8, -76, 2437MHz
2024-11-14 16:14:14, LAB_2_3PM_P_1, Attendance, 60:d0:2c:5f:63:98, -68, 2437MHz
2024-11-14 16:14:14, LAB_2_3PM_P_1, DA_Public, 24:79:2a:f4:ea:08, -63, 2412MHz
2024-11-14 16:14:14, LAB_2_3PM_P_1, Attendance, 44:1e:98:7b:55:dc, -64, 5180MHz
2024-11-14 16:14:14, LAB_2_3PM_P_1, Attendance, 24:79:2a:b4:ea:08, -63, 2412MHz
2024-11-14 16:14:14, LAB_2_3PM_P_1, DAIICT_Student, 18:4b:0d:e3:60:7c, -80, 5805MHz
2024-11-14 16:14:14, LAB_2_3PM_P_1, DAIICT_STAFF, 44:1e:98:3b:55:dc, -64, 5180MHz
2024-11-14 16:14:14, LAB_2_3PM_P_1, DAIICT_STAFF, 18:4b:0d:23:60:7c, -81, 5805MHz
2024-11-14 16:14:14, LAB_2_3PM_P_1, DA_Public, 44:1e:98:bb:55:d8, -68, 2462MHz
2024-11-14 16:14:14, LAB_2_3PM_P_1, DAIICT_STAFF, 24:79:2a:74:ea:0c, -77, 5745MHz
2024-11-14 16:14:14, LAB_2_3PM_P_1, NARZO 70 Pro 5G, 5e:dc:29:4c:42:29, -79, 2462MHz
2024-11-14 16:14:14, LAB_2_3PM_P_1, Attendance, 18:4b:0d:63:75:38, -72, 2412MHz
2024-11-14 16:14:14, LAB_2_3PM_P_1, DA_Public, 18:4b:0d:a3:60:7c, -80, 5805MHz
2024-11-14 16:14:14, LAB_2_3PM_P_1, DAIICT_STAFF, 60:d0:2c:1f:63:98, -68, 2437MHz
2024-11-14 16:14:14, LAB_2_3PM_P_1, DA_Public, 60:d0:2c:9f:63:98, -67, 2437MHz
2024-11-14 16:14:14, LAB_2_3PM_P_1, DAIICT_Student, 60:d0:2c:df:63:98, -67, 2437MHz
2024-11-14 16:14:14, LAB_2_3PM_P_1, , 52:91:e3:75:ac:c9, -88, 5745MHz
2024-11-14 16:14:14, LAB_2_3PM_P_1, DA_Public, 44:1e:98:bb:55:dc, -62, 5180MHz
2024-11-14 16:14:14, LAB_2_3PM_P_1, DA_Public, 18:4b:0d:a3:75:3c, -83, 5600MHz
2024-11-14 16:14:14, LAB_2_3PM_P_1, DAIICT_STAFF, 24:79:2a:74:ea:08, -63, 2412MHz
2024-11-14 16:14:14, LAB_2_3PM_P_1, DA_Public, 18:4b:0d:a3:60:78, -70, 2437MHz
2024-11-14 16:14:14, LAB_2_3PM_P_1, DAIICT_STAFF, 44:1e:98:3b:55:d8, -69, 2462MHz
2024-11-14 16:14:14, LAB_2_3PM_P_1, DAIICT_Student, 18:4b:0d:e3:60:78, -70, 2437MHz
2024-11-14 16:14:14, LAB_2_3PM_P_1, DA_Public, 60:d0:2c:9f:63:9c, -68, 5220MHz
2024-11-14 16:14:14, LAB_2_3PM_P_1, DAIICT_Student, 24:79:2a:34:ea:09, -62, 2412MHz
2024-11-14 16:14:14, LAB_2_3PM_P_1, Attendance, 44:1e:98:7b:55:d8, -69, 2462MHz
2024-11-14 16:14:14, LAB_2_3PM_P_1, Attendance, 60:d0:2c:5f:63:9c, -68, 5220MHz
2024-11-14 16:14:14, LAB_2_3PM_P_1, DAIICT_STAFF, 60:d0:2c:1f:63:9c, -69, 5220MHz
2024-11-14 16:14:14, LAB_2_3PM_P_1, DA_Public, 24:79:2a:f4:ea:0c, -77, 5745MHz
2024-11-14 16:14:14, LAB_2_3PM_P_1, Attendance, 24:79:2a:b4:ea:0c, -77, 5745MHz
2024-11-14 16:14:14, LAB_2_3PM_P_1, DAIICT_Student, 44:1e:98:fb:55:dc, -63, 5180MHz
2024-11-14 16:14:14, LAB_2_3PM_P_1, DAIICT_Student, 18:4b:0d:e3:75:3c, -82, 5600MHz
2024-11-14 16:14:14, LAB_2_3PM_P_1, PC-2, 52:84:92:56:f8:f6, -57, 2437MHz
2024-11-14 16:14:14, LAB_2_3PM_P_1, AP_1723919793, 9c:d8:63:cd:d0:1c, -79, 2467MHz
2024-11-14 16:14:15, LAB_2_3PM_P_1, LAB.EXT.SF-EE89sItIUl1AQzs, 38:9d:92:dd:27:af, -78, 2462MHz
2024-11-14 16:14:15, LAB_2_3PM_P_1, DAIICT_Student, 18:4b:0d:dc:30:98, -68, 2412MHz
2024-11-14 16:14:15, LAB_2_3PM_P_1, DAIICT_STAFF, 18:4b:0d:1c:30:98, -69, 2412MHz
2024-11-14 16:14:15, LAB_2_3PM_P_1, Attendance, 58:b6:33:7a:1c:d8, -76, 2437MHz
2024-11-14 16:14:15, LAB_2_3PM_P_1, DAIICT_STAFF, 58:b6:33:3a:1c:d8, -76, 2437MHz
2024-11-14 16:14:15, LAB_2_3PM_P_1, DAIICT_Student, 60:d0:2c:df:63:9c, -67, 5220MHz
2024-11-14 16:14:15, LAB_2_3PM_P_1, DA_Public, 18:4b:0d:a3:75:38, -71, 2412MHz
2024-11-14 16:14:15, LAB_2_3PM_P_1, DAIICT_Student, 18:4b:0d:e3:75:38, -71, 2412MHz
2024-11-14 16:14:15, LAB_2_3PM_P_1, dasolarpnl, c0:c5:20:24:87:18, -74, 2467MHz
2024-11-14 16:14:15, LAB_2_3PM_P_1, DAIICT_STAFF, 18:4b:0d:23:60:78, -70, 2437MHz
2024-11-14 16:14:15, LAB_2_3PM_P_1, Attendance, 18:4b:0d:63:60:78, -64, 2437MHz
2024-11-14 16:14:15, LAB_2_3PM_P_1, DA_Public, 58:b6:33:ba:1c:d8, -76, 2437MHz
2024-11-14 16:14:15, LAB_2_3PM_P_1, ROBOTIC_LAB, 78:98:e8:7a:2c:1d, -84, 2472MHz
2024-11-14 16:14:15, LAB_2_3PM_P_1, Dell-Gujcost, 78:98:e8:7a:2c:1f, -84, 2472MHz
2024-11-14 16:14:15, LAB_2_3PM_P_1, , 52:91:e3:25:ac:c9, -75, 2422MHz
2024-11-14 16:14:15, LAB_2_3PM_P_1, DAIICT_Student, 44:1e:98:fb:55:d8, -69, 2462MHz
2024-11-14 16:14:15, LAB_2_3PM_P_1, DA_Public, 18:4b:0d:9c:30:98, -68, 2412MHz
2024-11-14 16:14:15, LAB_2_3PM_P_1, DAIICT_Student, 24:79:2a:34:ea:0d, -77, 5745MHz
2024-11-14 16:14:15, LAB_2_3PM_P_1, Attendance, 18:4b:0d:5c:30:98, -69, 2412MHz
2024-11-14 16:14:15, LAB_2_3PM_P_1, Attendance, 18:4b:0d:63:60:7c, -80, 5805MHz
2024-11-14 16:14:15, LAB_2_3PM_P_1, ROBOTIC_LAB-5G, 78:98:e8:7a:2c:1b, -90, 5180MHz
2024-11-14 16:14:15, LAB_2_3PM_P_1, Lab_211, 24:c9:a1:20:e7:48, -71, 2457MHz
2024-11-14 16:14:15, LAB_2_3PM_P_1, DAIICT_Student, 58:b6:33:fa:1c:d8, -76, 2437MHz
2024-11-14 16:14:15, LAB_2_3PM_P_1, Attendance, 60:d0:2c:5f:63:98, -68, 2437MHz
2024-11-14 16:14:15, LAB_2_3PM_P_1, DA_Public, 24:79:2a:f4:ea:08, -63, 2412MHz
2024-11-14 16:14:15, LAB_2_3PM_P_1, Attendance, 44:1e:98:7b:55:dc, -64, 5180MHz
2024-11-14 16:14:15, LAB_2_3PM_P_1, Attendance, 24:79:2a:b4:ea:08, -63, 2412MHz
2024-11-14 16:14:15, LAB_2_3PM_P_1, DAIICT_Student, 18:4b:0d:e3:60:7c, -80, 5805MHz
2024-11-14 16:14:15, LAB_2_3PM_P_1, DAIICT_STAFF, 44:1e:98:3b:55:dc, -64, 5180MHz
2024-11-14 16:14:15, LAB_2_3PM_P_1, DAIICT_STAFF, 18:4b:0d:23:60:7c, -81, 5805MHz
2024-11-14 16:14:15, LAB_2_3PM_P_1, DA_Public, 44:1e:98:bb:55:d8, -68, 2462MHz
2024-11-14 16:14:15, LAB_2_3PM_P_1, DAIICT_STAFF, 24:79:2a:74:ea:0c, -77, 5745MHz
2024-11-14 16:14:15, LAB_2_3PM_P_1, NARZO 70 Pro 5G, 5e:dc:29:4c:42:29, -79, 2462MHz
2024-11-14 16:14:15, LAB_2_3PM_P_1, Attendance, 18:4b:0d:63:75:38, -72, 2412MHz
2024-11-14 16:14:15, LAB_2_3PM_P_1, DA_Public, 18:4b:0d:a3:60:7c, -80, 5805MHz
2024-11-14 16:14:15, LAB_2_3PM_P_1, DAIICT_STAFF, 60:d0:2c:1f:63:98, -68, 2437MHz
2024-11-14 16:14:15, LAB_2_3PM_P_1, DA_Public, 60:d0:2c:9f:63:98, -67, 2437MHz
2024-11-14 16:14:15, LAB_2_3PM_P_1, DAIICT_Student, 60:d0:2c:df:63:98, -67, 2437MHz
2024-11-14 16:14:15, LAB_2_3PM_P_1, , 52:91:e3:75:ac:c9, -88, 5745MHz
2024-11-14 16:14:15, LAB_2_3PM_P_1, DA_Public, 44:1e:98:bb:55:dc, -62, 5180MHz
2024-11-14 16:14:15, LAB_2_3PM_P_1, DA_Public, 18:4b:0d:a3:75:3c, -83, 5600MHz
2024-11-14 16:14:15, LAB_2_3PM_P_1, DAIICT_STAFF, 24:79:2a:74:ea:08, -63, 2412MHz
2024-11-14 16:14:15, LAB_2_3PM_P_1, DA_Public, 18:4b:0d:a3:60:78, -70, 2437MHz
2024-11-14 16:14:15, LAB_2_3PM_P_1, DAIICT_STAFF, 44:1e:98:3b:55:d8, -69, 2462MHz
2024-11-14 16:14:15, LAB_2_3PM_P_1, DAIICT_Student, 18:4b:0d:e3:60:78, -70, 2437MHz
2024-11-14 16:14:15, LAB_2_3PM_P_1, DA_Public, 60:d0:2c:9f:63:9c, -68, 5220MHz
2024-11-14 16:14:15, LAB_2_3PM_P_1, DAIICT_Student, 24:79:2a:34:ea:09, -62, 2412MHz
2024-11-14 16:14:15, LAB_2_3PM_P_1, Attendance, 44:1e:98:7b:55:d8, -69, 2462MHz
2024-11-14 16:14:15, LAB_2_3PM_P_1, Attendance, 60:d0:2c:5f:63:9c, -68, 5220MHz
2024-11-14 16:14:15, LAB_2_3PM_P_1, DAIICT_STAFF, 60:d0:2c:1f:63:9c, -69, 5220MHz
2024-11-14 16:14:15, LAB_2_3PM_P_1, DA_Public, 24:79:2a:f4:ea:0c, -77, 5745MHz
2024-11-14 16:14:15, LAB_2_3PM_P_1, Attendance, 24:79:2a:b4:ea:0c, -77, 5745MHz
2024-11-14 16:14:15, LAB_2_3PM_P_1, DAIICT_Student, 44:1e:98:fb:55:dc, -63, 5180MHz
2024-11-14 16:14:15, LAB_2_3PM_P_1, DAIICT_Student, 18:4b:0d:e3:75:3c, -82, 5600MHz
2024-11-14 16:14:15, LAB_2_3PM_P_1, PC-2, 52:84:92:56:f8:f6, -57, 2437MHz
2024-11-14 16:14:15, LAB_2_3PM_P_1, AP_1723919793, 9c:d8:63:cd:d0:1c, -79, 2467MHz
2024-11-14 16:14:16, LAB_2_3PM_P_1, LAB.EXT.SF-EE89sItIUl1AQzs, 38:9d:92:dd:27:af, -78, 2462MHz
2024-11-14 16:14:16, LAB_2_3PM_P_1, DAIICT_Student, 18:4b:0d:dc:30:98, -68, 2412MHz
2024-11-14 16:14:16, LAB_2_3PM_P_1, DAIICT_STAFF, 18:4b:0d:1c:30:98, -69, 2412MHz
2024-11-14 16:14:16, LAB_2_3PM_P_1, Attendance, 58:b6:33:7a:1c:d8, -76, 2437MHz
2024-11-14 16:14:16, LAB_2_3PM_P_1, DAIICT_STAFF, 58:b6:33:3a:1c:d8, -76, 2437MHz
